image_id,label
7981.jpg,0.99670684
6234.jpg,3.6288018e-06
1269.jpg,0.0002257645
3863.jpg,0.0037954007
6241.jpg,0.95239127
10304.jpg,0.7625848
623.jpg,0.9900664
2193.jpg,0.00034690613
11925.jpg,0.9973962
3750.jpg,0.91085273
11378.jpg,0.99992454
2008.jpg,0.97136873
10730.jpg,0.9999097
5982.jpg,4.2990167e-05
7737.jpg,0.004770085
2081.jpg,4.502893e-05
10597.jpg,6.271967e-05
6588.jpg,0.9990864
10054.jpg,0.9561877
7966.jpg,0.066778116
3919.jpg,0.907845
6197.jpg,0.9881307
10924.jpg,0.9903207
6399.jpg,0.99761283
9960.jpg,0.0006908652
3757.jpg,0.99997646
9131.jpg,0.94419754
9620.jpg,8.627494e-08
9062.jpg,6.0339985e-06
4489.jpg,0.018294945
3138.jpg,0.01371203
10213.jpg,0.99971855
3417.jpg,0.99999756
6074.jpg,0.9999221
5705.jpg,0.0126915965
8953.jpg,0.29780686
764.jpg,1.2214919e-05
5307.jpg,6.0076345e-12
7894.jpg,0.99078506
5039.jpg,0.9885254
10305.jpg,0.977198
4407.jpg,0.9735717
1700.jpg,0.32558322
1786.jpg,0.009152073
2907.jpg,0.9960447
8930.jpg,0.9818337
11138.jpg,1.0
6324.jpg,2.419226e-06
1075.jpg,0.9992789
4969.jpg,0.09536806
8983.jpg,2.8998802e-06
5584.jpg,0.1678764
10627.jpg,0.013427708
9697.jpg,0.00046172814
3501.jpg,0.009598941
10037.jpg,0.99999946
2863.jpg,0.9689996
771.jpg,0.99041176
8352.jpg,1.7967252e-16
208.jpg,0.19880232
11868.jpg,0.9999911
4640.jpg,0.003572483
7222.jpg,8.682889e-05
5333.jpg,0.99995524
4125.jpg,0.084586486
6560.jpg,0.16698474
2628.jpg,0.9999699
10162.jpg,0.00019085508
8104.jpg,0.9717872
3363.jpg,0.797441
4009.jpg,0.9790847
9645.jpg,0.9999421
9579.jpg,0.00020202246
820.jpg,0.0003955927
6943.jpg,0.9960998
3228.jpg,3.458651e-06
8075.jpg,4.5285735e-05
6272.jpg,0.8452275
1789.jpg,0.0018019688
6365.jpg,0.016565911
6459.jpg,0.009582091
5052.jpg,0.060152546
7690.jpg,0.0016345368
6653.jpg,3.4838165e-05
473.jpg,0.99997824
8864.jpg,2.1686878e-06
3446.jpg,0.07205253
11034.jpg,0.18845332
1792.jpg,0.99788857
4772.jpg,0.9951612
7427.jpg,1.5463736e-07
8623.jpg,0.9999964
7006.jpg,0.59656805
2936.jpg,1.9946276e-05
2029.jpg,0.825579
6925.jpg,0.6164199
4313.jpg,0.06246871
6295.jpg,0.03306253
5018.jpg,2.3579032e-06
10201.jpg,0.5380368
8914.jpg,0.99996746
11251.jpg,0.9999938
1411.jpg,0.99476814
7918.jpg,2.3026914e-07
4275.jpg,0.9997587
7245.jpg,0.99999595
3532.jpg,0.9999917
7802.jpg,0.9999988
1031.jpg,0.65189767
1833.jpg,0.03644558
11617.jpg,0.9999895
2675.jpg,0.0054985667
5627.jpg,0.007813165
6800.jpg,0.9981769
7962.jpg,6.280414e-05
11921.jpg,0.96328664
10255.jpg,0.9509433
10825.jpg,0.99113643
11236.jpg,0.2404522
2172.jpg,2.7190275e-05
4765.jpg,0.00011998083
6209.jpg,3.3629995e-08
6899.jpg,0.000121216435
8442.jpg,0.9872313
11522.jpg,0.037429523
5068.jpg,0.4247927
11529.jpg,0.03932669
11956.jpg,0.0055432003
6229.jpg,0.9992379
1749.jpg,0.6855077
1501.jpg,0.33323655
9606.jpg,0.99997437
11684.jpg,0.9999925
8543.jpg,0.3830238
