image_id,label
7981,0.99670684
6234,3.63e-06
1269,0.000225765
3863,0.003795401
6241,0.95239127
10304,0.7625848
623,0.9900664
2193,0.000346906
11925,0.9973962
3750,0.91085273
11378,0.99992454
2008,0.97136873
10730,0.9999097
5982,4.3e-05
7737,0.004770085
2081,4.5e-05
10597,6.27e-05
6588,0.9990864
10054,0.9561877
7966,0.066778116
3919,0.907845
6197,0.9881307
10924,0.9903207
6399,0.99761283
9960,0.000690865
3757,0.99997646
9131,0.94419754
9620,8.63e-08
9062,6.03e-06
4489,0.018294945
3138,0.01371203
10213,0.99971855
3417,0.99999756
6074,0.9999221
5705,0.012691597
8953,0.29780686
764,1.22e-05
5307,6.01e-12
7894,0.99078506
5039,0.9885254
10305,0.977198
4407,0.9735717
1700,0.32558322
1786,0.009152073
2907,0.9960447
8930,0.9818337
11138,1.0
6324,2.42e-06
1075,0.9992789
4969,0.09536806
8983,2.9e-06
5584,0.1678764
10627,0.013427708
9697,0.000461728
3501,0.009598941
10037,0.99999946
2863,0.9689996
771,0.99041176
8352,1.8e-16
208,0.19880232
11868,0.9999911
4640,0.003572483
7222,8.68e-05
5333,0.99995524
4125,0.084586486
6560,0.16698474
2628,0.9999699
10162,0.000190855
8104,0.9717872
3363,0.797441
4009,0.9790847
9645,0.9999421
9579,0.000202022
820,0.000395593
6943,0.9960998
3228,3.46e-06
8075,4.53e-05
6272,0.8452275
1789,0.001801969
6365,0.016565911
6459,0.009582091
5052,0.060152546
7690,0.001634537
6653,3.48e-05
473,0.99997824
8864,2.17e-06
3446,0.07205253
11034,0.18845332
1792,0.99788857
4772,0.9951612
7427,1.55e-07
8623,0.9999964
7006,0.59656805
2936,1.99e-05
2029,0.825579
6925,0.6164199
4313,0.06246871
6295,0.03306253
5018,2.36e-06
10201,0.5380368
8914,0.99996746
11251,0.9999938
1411,0.99476814
7918,2.3e-07
4275,0.9997587
7245,0.99999595
3532,0.9999917
7802,0.9999988
1031,0.65189767
1833,0.03644558
11617,0.9999895
2675,0.005498567
5627,0.007813165
6800,0.9981769
7962,6.28e-05
11921,0.96328664
10255,0.9509433
10825,0.99113643
11236,0.2404522
2172,2.72e-05
4765,0.000119981
6209,3.36e-08
6899,0.000121216
8442,0.9872313
11522,0.037429523
5068,0.4247927
11529,0.03932669
11956,0.0055432
6229,0.9992379
1749,0.6855077
1501,0.33323655
9606,0.99997437
11684,0.9999925
8543,0.3830238
2021,8.85e-06
11855,0.99926746
5886,0.000613293
7384,0.00897502
3899,1.98e-12
1995,0.001580695
5477,0.7467027
1385,0.99970746
3651,0.9958203
8342,0.9996455
7544,0.8002095
4398,0.9675738
4581,0.99999833
3537,0.23877807
5575,0.16251567
2278,5.96e-10
11901,0.007546091
6831,0.9803581
8929,0.9999548
1971,0.000129646
6248,0.94960946
7061,0.9999987
3807,0.000213609
1383,0.71428657
9887,0.98781353
6337,1.24e-05
8612,0.094105795
11382,0.99999964
8218,4.69e-07
333,0.000584128
8379,0.99177307
1354,0.14648332
11087,1.11e-05
5976,0.000515349
1024,0.9997778
537,0.9991945
6513,4.02e-10
7706,0.000160092
10039,0.026469398
3014,0.871679
8120,0.002546526
5147,0.000146301
45,0.12437273
2375,1.0
7941,0.9884342
11848,0.054686196
10550,5.06e-08
9486,0.38457376
369,0.99995476
1626,4.73e-08
6493,0.99999416
5734,0.99339235
56,0.96566474
6797,1.0
8444,0.9999972
654,0.8085232
10598,0.98288584
4437,0.9999602
6794,0.000571039
9462,0.99817073
11682,0.001071781
8643,0.99993205
9493,0.98907053
89,0.99999833
1711,0.000786475
11428,1.0
6367,0.9371595
5853,0.9998623
5534,0.000224052
20,1.14e-07
7516,0.12215807
9083,0.06598507
1339,0.9988791
6894,0.000128338
4979,0.99999297
9251,0.36423564
8003,0.9896182
5392,0.999961
6952,0.33282202
4351,0.9999999
10062,0.032643925
9589,0.99995136
6059,0.026328089
