image_id,label
7981.jpg,0.9983125
6234.jpg,1.0568337e-11
1269.jpg,9.634636e-10
3863.jpg,5.5669934e-06
6241.jpg,0.9997133
10304.jpg,0.79783607
623.jpg,0.9967836
2193.jpg,1.1819326e-08
11925.jpg,0.9999791
3750.jpg,0.9616926
11378.jpg,0.99997455
2008.jpg,0.88162684
10730.jpg,0.99849594
5982.jpg,1.7509328e-05
7737.jpg,3.983894e-06
2081.jpg,1.2730924e-08
10597.jpg,1.5095616e-06
6588.jpg,0.9664887
10054.jpg,0.9948183
7966.jpg,0.010093322
3919.jpg,0.7270944
6197.jpg,0.85568017
10924.jpg,0.9721867
6399.jpg,0.9994652
9960.jpg,7.4809964e-07
3757.jpg,0.9999888
9131.jpg,0.9942045
9620.jpg,7.4747697e-10
9062.jpg,8.05687e-09
4489.jpg,1.5190917e-05
3138.jpg,3.9926297e-05
10213.jpg,0.99912494
3417.jpg,0.9999506
6074.jpg,0.99995184
5705.jpg,4.1036714e-08
8953.jpg,0.025610175
764.jpg,4.231396e-10
5307.jpg,3.7566976e-25
7894.jpg,0.9978453
5039.jpg,0.9942236
10305.jpg,0.9833417
4407.jpg,0.993202
1700.jpg,0.0009468423
1786.jpg,4.3714885e-05
2907.jpg,0.98822653
8930.jpg,0.95693064
11138.jpg,0.9999995
6324.jpg,4.824394e-11
1075.jpg,0.9996414
4969.jpg,0.017795088
8983.jpg,6.289161e-13
5584.jpg,0.089010715
10627.jpg,5.4214047e-06
9697.jpg,5.0047023e-05
3501.jpg,0.000930629
10037.jpg,0.9999997
2863.jpg,0.90847576
771.jpg,0.999185
8352.jpg,5.43439e-26
208.jpg,0.007836206
11868.jpg,0.99999994
4640.jpg,0.00094800297
7222.jpg,1.2670961e-08
5333.jpg,0.9993409
4125.jpg,0.016306775
6560.jpg,0.058604497
2628.jpg,0.9999905
10162.jpg,6.8976067e-07
8104.jpg,0.99467623
3363.jpg,0.9446752
4009.jpg,0.95166016
9645.jpg,0.9999902
9579.jpg,7.798905e-10
820.jpg,2.7750124e-07
6943.jpg,0.9998907
3228.jpg,1.039107e-07
8075.jpg,6.747366e-09
6272.jpg,0.30403832
1789.jpg,0.0006151389
6365.jpg,1.0096235e-05
6459.jpg,1.5222129e-06
5052.jpg,0.0013434633
7690.jpg,5.2129208e-06
6653.jpg,1.4711292e-08
473.jpg,0.99999326
8864.jpg,2.6836067e-09
3446.jpg,0.0043310104
11034.jpg,0.06358372
1792.jpg,0.99974823
4772.jpg,0.99944353
7427.jpg,4.350818e-13
8623.jpg,0.9999986
7006.jpg,0.0015492681
2936.jpg,1.1304567e-08
2029.jpg,0.7483853
6925.jpg,0.0490215
4313.jpg,0.36680353
6295.jpg,0.17606616
5018.jpg,4.412235e-12
10201.jpg,0.31578273
8914.jpg,0.9999925
11251.jpg,0.9999908
1411.jpg,0.9988995
7918.jpg,2.1862552e-14
4275.jpg,0.9998957
7245.jpg,0.99999356
3532.jpg,0.999957
7802.jpg,0.9999998
1031.jpg,0.42098016
1833.jpg,0.0031955824
11617.jpg,0.99977386
2675.jpg,5.216271e-05
5627.jpg,0.13866763
6800.jpg,0.99964195
7962.jpg,8.5039065e-10
11921.jpg,0.98799264
10255.jpg,0.93749064
10825.jpg,0.99860746
11236.jpg,0.48774812
2172.jpg,0.00070451177
4765.jpg,3.435917e-06
6209.jpg,3.1121164e-08
6899.jpg,1.1762728e-10
8442.jpg,0.982146
11522.jpg,0.00051124854
5068.jpg,0.17302667
11529.jpg,0.00096523296
11956.jpg,1.833327e-06
6229.jpg,0.9997652
1749.jpg,0.060480732
1501.jpg,0.013518151
9606.jpg,0.9998146
11684.jpg,0.99999964
8543.jpg,0.49454886
2021.jpg,1.3036694e-09
11855.jpg,0.99966884
5886.jpg,3.325503e-07
7384.jpg,4.8557547e-07
3899.jpg,2.1974865e-19
1995.jpg,3.8444712e-05
5477.jpg,0.82829815
1385.jpg,0.99666154
3651.jpg,0.99833953
8342.jpg,0.9996393
7544.jpg,0.99808437
4398.jpg,0.9748571
4581.jpg,0.99999994
3537.jpg,0.025805254
5575.jpg,0.10861001
2278.jpg,1.0368093e-11
11901.jpg,0.00023167106
6831.jpg,0.9992639
8929.jpg,0.9999722
1971.jpg,2.0099872e-06
6248.jpg,0.6730876
7061.jpg,1.0
3807.jpg,3.0761676e-06
1383.jpg,0.9575552
9887.jpg,0.9992912
6337.jpg,9.1981275e-07
8612.jpg,0.1294383
11382.jpg,0.99999994
8218.jpg,1.1302601e-05
333.jpg,0.00017936117
8379.jpg,0.9992102
1354.jpg,0.00011432586
11087.jpg,1.9609822e-10
5976.jpg,3.532349e-06
1024.jpg,0.9999861
537.jpg,0.9999815
6513.jpg,1.2802695e-15
7706.jpg,2.5221132e-07
10039.jpg,0.00060255924
3014.jpg,0.85480356
8120.jpg,4.5521045e-07
5147.jpg,9.361694e-10
45.jpg,0.0071731866
2375.jpg,1.0
7941.jpg,0.99686664
11848.jpg,0.0073822923
10550.jpg,2.5766922e-10
9486.jpg,0.012959412
369.jpg,0.99971765
1626.jpg,2.3715655e-14
6493.jpg,0.9999874
5734.jpg,0.58859134
56.jpg,0.8115312
6797.jpg,1.0
8444.jpg,1.0
654.jpg,0.68098587
10598.jpg,0.9969814
4437.jpg,0.9999805
6794.jpg,2.7454598e-07
9462.jpg,0.9984673
11682.jpg,0.00018592038
8643.jpg,0.9999903
9493.jpg,0.9893738
89.jpg,0.9999995
1711.jpg,1.8621998e-07
11428.jpg,0.9999995
6367.jpg,0.96873385
5853.jpg,0.9999971
5534.jpg,1.469679e-07
20.jpg,1.3705115e-09
7516.jpg,0.001559281
9083.jpg,0.00039263343
1339.jpg,0.9994731
6894.jpg,6.175952e-09
4979.jpg,0.99999166
9251.jpg,0.19275816
8003.jpg,0.9995916
5392.jpg,0.99998635
6952.jpg,0.09595676
4351.jpg,1.0
10062.jpg,0.00013367368
9589.jpg,0.99983704
6059.jpg,0.017777115
275.jpg,0.99999785
10075.jpg,4.9092205e-07
6458.jpg,4.753532e-07
3670.jpg,6.006991e-10
5882.jpg,4.039307e-05
